show_id	type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	description
s247	Movie	Once Again	Kanwal Sethi	Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari	India, Germany, Austria	September 1, 2018	2018	TV-PG	101 min	Dramas, Independent Movies, International Movies	After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person.
s248	Movie	Invisible Essence: The Little Prince	Charles Officer		Canada	January 14, 2019	2018	TV-PG	91 min	Documentaries	Artists and writers delve into the heart of Antoine de Saint-ExupÃ©ry's timeless fable, which captured the imagination of children and adults worldwide.
s249	Movie	NOVA: Chinese Chariot Revealed	Giulia Clark	Eric Meyers	United States	July 1, 2019	2017	TV-PG	54 min	Documentaries	The chariot dominated Chinese warfare for millennia. Now, a team of experts is building their own and unlocking its many secrets.
s250	Movie	Camellia Sisters	Bao Nhan, Namcito	Le Khanh, Kaity Nguyen, Hong Van, Khuong Le, Hoang Dung, Anh Dung, Si Nguyen, Huyng Kien An	Vietnam	June 10, 2021	2021	TV-MA	117 min	Dramas, International Movies	Tensions rise and untold secrets surface for three royal sisters when a family treasure is stolen the night before an antique auction.
s251	TV Show	Happy Jail				August 14, 2019	2019	TV-MA	1 Season	Crime TV Shows, Docuseries	The Philippine jail known for a viral Michael Jackson dance video comes under the management of an ex-convict, sparking controversy and criticism.
s252	Movie	Dead in a Week (Or Your Money Back)	Tom Edmunds	Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic	United Kingdom	March 1, 2019	2018	TV-MA	90 min	Comedies	After several failed attempts at taking his own life, a young man hires an aging assassin whoâ€™ll do anything to fend off retirement.
s253	TV Show	Wassup Man GO!		Joon Park		March 27, 2020	2020	TV-MA	1 Season	International TV Shows, Korean TV Shows, Reality TV	Famously unfiltered star Joon Park goes to Los Angeles for an audition â€“ and for a colorful, totally personal romp through the city he calls home.
s254	Movie	Blood Red Sky	Peter Thorwarth	Peri Baumeister, Alexander Scheer, Kais Setti, Carl Koch, Gordon Brown, Roland MÃ¸ller, Chidi Ajufo, Kai Ivo Baulitz, Graham McTavish, Dominic Purcell		July 23, 2021	2021	TV-MA	123 min	Action & Adventure, Horror Movies, International Movies	When a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son.
s255	Movie	Axone	Nicholas Kharkongor	Sayani Gupta, Lin Laishram, Tenzing Dalha, Dolly Ahluwalia, Vinay Pathak, Lanuakam Ao, Rohan Joshi, Adil Hussain, Asenla Jamir	India	June 12, 2020	2020	TV-MA	101 min	Comedies, Dramas, Independent Movies	In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors.
s256	TV Show	Night Stalker: The Hunt for a Serial Killer	Tiller Russell		United States	January 13, 2021	2021	TV-MA	1 Season	Crime TV Shows, Docuseries	Beneath the sunlit glamour of 1985 LA lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.
s257	Movie	Michael	Ribhu Dasgupta	Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar	India	July 5, 2020	2011	TV-MA	86 min	Dramas, Independent Movies, International Movies	After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together.
s258	TV Show	Paradise PD		Tom Kenny, David Herman, Sarah Chalke, Kyle Kinane, Dana Snyder, Cedric Yarbrough, Grey Griffin, John DiMaggio, Roger Black, Waco O'Guin	United States	March 12, 2021	2021	TV-MA	3 Seasons	TV Comedies	An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.
s259	Movie	I'm in Love with a Church Girl	Steve Race	Ja Rule, Adrienne Bailon, Stephen Baldwin, Vincent Pastore, Michael Madsen, T-Bone, Martin Kove, Toby Mac	United States	October 1, 2017	2013	PG	119 min	Dramas, Faith & Spirituality, Romantic Movies	When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.
s260	TV Show	Fatal Destiny		Arucha Tosawat, Nappon Gomarachun, Phakin Khamwilaisak, Ratchawin Wongviriya, Penpak Sirikul, Saksit Tangtong		July 13, 2018	2016	TV-MA	1 Season	Crime TV Shows, International TV Shows, TV Action & Adventure	A young man from a humble family is drawn into a life of crime â€“ and soon confronts a determined cop in hot pursuit.
s261	Movie	Barrio Universitario	Esteban Vidal	Fabrizio Copano, Rodrigo Salinas, Pedro Ruminot, Sergio Freire, Juanita Ringeling, Alessandra Denegri, Luis DubÃ³, Felipe Avello	Chile	August 19, 2018	2013	TV-14	91 min	Comedies, International Movies	Four friends from a humble technical school compete against the elite students of a prestigious university in a robot-building contest.
s262	Movie	Gangs of New York	Martin Scorsese	Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham	United States, Italy	August 20, 2019	2002	R	167 min	Dramas	In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.
s263	TV Show	Luna Petunia		Ciara Alexys, Katie Griffin, Cory Doran, Jonah Wineberg	United States	November 17, 2017	2017	TV-Y	3 Seasons	Kids' TV	With help from her magic toy chest, fun-loving Luna Petunia enters the fantastic land of Amazia, where adventures, friendship and learning await.
s264	Movie	Sniper: Ghost Shooter	Don Michael Paul	Chad Michael Collins, Billy Zane, Dennis Haysbert, Nick Gomez, Ravil Isyanov, Stephanie Vogt, Navid Negahban, Presciliana Esparolini, Enoch Frost	United States	April 1, 2021	2016	R	99 min	Action & Adventure	Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.
s265	Movie	Chhota Bheem And The Broken Amulet	Rajiv Chilaka	Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil	India	July 22, 2021	2013	TV-Y7	64 min	Children & Family Movies	When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain.
s266	Movie	The Plan	Keerthi	Anant Nag, Koustubh Jayakumar, Hemanth, Shreeram, Jay, Sanath, Pramod Shetty, Harish Roy	India	March 1, 2018	2015	TV-MA	124 min	Dramas, International Movies, Thrillers	After being sent to a remote prison, three young men suffer under the watchful eye of their jailer and make a meticulous plan to escape.
s267	TV Show	Monty Python's Fliegender Zirkus		Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth	United Kingdom, West Germany	October 2, 2018	1972	TV-MA	1 Season	International TV Shows, TV Comedies	The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.
s268	Movie	The Pink Panther	Shawn Levy	Steve Martin, Kevin Kline, BeyoncÃ© Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie	United States, Czech Republic	July 1, 2019	2006	PG	93 min	Children & Family Movies, Comedies	Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.
s269	TV Show	Haikyu!!		Ayumu Murase, Kaito Ishikawa, Satoshi Hino, Miyu Irino, Yu Hayashi, Koki Uchiyama, Soma Saito, Nobuhiko Okamoto, Yoshimasa Hosoya, Toshiki Masuda, Kaori Nazuka, Hiroshi Kamiya, Kazunari Tanaka, Daisuke Namikawa, Hiroyuki Yoshino, Sumire Morohoshi, Yuichi Nakamura, Yuki Kaji, Shinnosuke Tachibana, Mark Ishii, Ryohei Kimura, Ryota Takeuchi, Hisao Egawa, Subaru Kimura	Japan	November 1, 2019	2015	TV-14	2 Seasons	Anime Series, International TV Shows, Teen TV Shows	Inspired by a championship match he sees on TV, junior high schooler Hinata joins a volleyball club and begins training, despite his short height.
s270	Movie	Road to Sangam	Amit Rai	Paresh Rawal, Om Puri, Pavan Malhotra, Javed Sheikh, Swati Chitnis, Masood Akhtar, Sudhir Nema, Rakesh Srivastava	India	December 31, 2019	2010	TV-14	136 min	Dramas, Independent Movies, International Movies	As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhiâ€™s last remains.
s271	Movie	Love Dot Com: The Social Experiment	Charneice Fox	Brave Williams, Tobias Truvillion, Kym Whitley, LisaRaye McCoy, Charles Malik Whitfield, W. Ellington Felton, Christopher Williams, Angus Whinfield, Jamie Moreen, Raheem Devaughn	United States	February 17, 2020	2019	TV-MA	98 min	Comedies, Romantic Movies	Sparks fly and romance blooms when Shelby, a vegan chef, meets Greg, a developer â€“ until their opposing views clash.
s272	Movie	Starting Over Again	Olivia M. Lamasan	Piolo Pascual, Toni Gonzaga, Iza Calzado	Philippines	March 7, 2019	2014	TV-14	128 min	Dramas, International Movies, Romantic Movies	An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?
s273	Movie	Trainspotting	Danny Boyle	Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle, Kelly Macdonald, Peter Mullan, James Cosmo, Eileen Nicholas, Susan Vidler, Pauline Lynch, Shirley Henderson	United Kingdom	October 1, 2019	1996	R	94 min	Comedies, Cult Movies, Dramas	Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.
s274	Movie	Kuppivala	Suresh Pillai	Nandu, Kochu Preman, Jayakrishnan, Mohan Ayroor, M.R. Gopakumar, Shanawas, Adoor Ajayan, Dinesh Panicker		August 1, 2018	2017	TV-14	133 min	Dramas, International Movies, Romantic Movies	A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.
s275	Movie	Prom Night	Nelson McCormick	Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis, Collins Pennie, Kelly Blatz, James Ransone, Brianne Davis, Kellan Lutz, Mary Mara, Ming-Na Wen, Johnathon Schaech, Idris Elba	United States, Canada	November 12, 2020	2008	PG-13	88 min	Horror Movies	On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends.
s276	TV Show	Super Monsters Monster Party		Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina		September 14, 2018	2018	TV-Y	1 Season	Kids' TV	Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!
s277	TV Show	Single Wives		Fifi Box, Matthew Hussey	Australia	July 18, 2020	2018	TV-MA	1 Season	Reality TV, Romantic TV Shows	Looking for a second chance at love, four formerly married women are put in various romantic situations then receive feedback from a dating coach.
s278	TV Show	Anthony Bourdain: Parts Unknown		Anthony Bourdain	United States		2018	TV-PG	5 Seasons	Docuseries	This CNN original series has chef Anthony Bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines.
s279	Movie	Secrets of Selfridges	Sam Taplin	Samuel West	United States	April 22, 2017	2014	TV-PG	55 min	Documentaries	American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.
s280	Movie	The Set Up	Niyi Akinmolayan	Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole	Nigeria	April 22, 2020	2019	TV-MA	105 min	Dramas, International Movies	Manipulation and personal vendettas collide when a con artist hires a young woman to assist with his scheme to marry a wealthy heiress.
s281	Movie	Million Dollar Baby	Clint Eastwood	Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, BrÃ­an F. O'Byrne, Margo Martindale, Riki Lindhome	United States	June 2, 2021	2004	PG-13	133 min	Dramas, Sports Movies	When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents.
s282	Movie	Bobby	Raj Kapoor	Rishi Kapoor, Dimple Kapadia, Pran, Prem Nath, Sonia Sahni, Durga Khote, Aruna Irani, Prem Chopra, Farida Jalal	India	December 31, 2019	1973	TV-14	168 min	Classic Movies, Dramas, International Movies	Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman â€“ a romance his parents oppose.
s283	TV Show	The A List		Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan	United Kingdom	July 6, 2021	2021	TV-PG	2 Seasons	British TV Shows, International TV Shows, TV Dramas	Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.
s284	Movie	Passenger 57	Kevin Hooks	Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher, Bruce Greenwood, Elizabeth Hurley, Michael Horse, Marc Macaulay, Ernie Lively	United States	January 1, 2021	1992	R	84 min	Action & Adventure	Air marshal John Cutter must stop notorious terrorist Charles Rane from killing hostages on board a flight that should have delivered Rane to jail.
s285	Movie	BASEketball	David Zucker	Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth, Jenny McCarthy, Ernest Borgnine, Robert Vaughn, Trevor Einhorn	United States	November 1, 2018	1998	R	103 min	Comedies, Sports Movies	When two slackers' made-up sport, BASEketball, becomes a national craze, they hope to cash in on the basketball/baseball hybrid's popularity.
s286	TV Show	Pyaar Tune Kya Kiya		Meiyang Chang, Surbhi Jyoti	India	 June 1, 2017	2014	TV-14	3 Seasons	International TV Shows, Romantic TV Shows, TV Dramas	From teen lovers defying social and religious taboos to a student falling for her teacher, these stories explore joy and heartache in modern romance.
s287	Movie	Hachi: A Dog's Tale	Lasse HallstrÃ¶m	Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer, Jason Alexander, Erick Avari, Davenia McFadden, Robbie Sublett, Kevin DeCoste, Rob Degnan	United Kingdom, United States	May 1, 2021	2009	G	93 min	Children & Family Movies, Dramas	When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day.
s288	TV Show	Fuller House		Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion, Elias Harger, Soni Bringas, Dashiell Messitt, Fox Messitt, John Stamos, Bob Saget, Dave Coulier, Lori Loughlin, Scott Weinger, Blake Tuomy-Wilhoit, Dylan Tuomy-Wilhoit, John Brotherton, Juan Pablo Di Pace	United States	December 6, 2019	2020	TV-PG	5 Seasons	TV Comedies	The Tanner familyâ€™s adventures continue as DJ Tanner-Fuller shares a home with her sister Stephanie and friend Kimmy who help raise her three boys.
s289	TV Show	Father Brown	Ian Barber	Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn	United Kingdom	 March 31, 2018	2017	TV-14	6 Seasons	British TV Shows, Crime TV Shows, TV Dramas	A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton.
s290	Movie	Poshter Girl	Sameer Patil	Sonalee Kulkarni, Hrishikesh Joshi, Jitendra Joshi, Aniket Vishwasrao, Hemant Dhome, Sandeep Pathak, Siddharth Menon, Akshay Tanksale, Vaibhav Mangale, Anand Ingale	India	September 10, 2020	2016	TV-14	138 min	Comedies, Dramas, International Movies	In a town infamous for female infanticide, a young womanâ€™s arrival has local bachelors vying for her hand in marriage â€” but she has a bigger agenda.
s291	TV Show	Chuck Chicken			Malaysia	November 15, 2017	2017	TV-Y7	1 Season	Kids' TV	On the island of Rocky Perch, security company owner Chuck Adoodledoo and his friends provide kung fu-style protection for their fellow bird citizens.
s292	Movie	Sparkle	Sam O'Steen	Tony King, Mary Alice, Irene Cara, Dorian Harewood, Paul Lambert, Beatrice Winde, Lonette McKee	United States	November 1, 2019	1976	PG	98 min	Dramas, Music & Musicals	In 1950s Harlem, three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes.
s293	TV Show	Black Spot		Suliane Brahim, Hubert Delattre, Laurent Capelluto, Samuel Jouy, Renaud Rutten, Camille Aguilar, Tiphaine Daviot, Naidra Ayadi, Brigitte Sy, Anne Suarez, Dan Herzberg, Olivier Bonjour, Thomas Doret	France, Belgium	June 14, 2019	2019	TV-MA	2 Seasons	Crime TV Shows, International TV Shows, TV Dramas	A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.
s294	Movie	Must Be... Love	Dado C. Lumibao	Kathryn Bernardo, Daniel Padilla, Liza Soberano, John Estrada, John Lapus	Philippines	December 3, 2020	2013	TV-14	106 min	Comedies, Dramas, International Movies	When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over.
s295	Movie	Dangerous Lies	Michael M. Scott	Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould	United States	April 30, 2020	2020	TV-14	97 min	Thrillers	A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.
s296	Movie	World Famous Lover	Kranthi Madhav	Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite	India	April 15, 2020	2020	TV-MA	147 min	Dramas, International Movies, Romantic Movies	When his frustrated girlfriend decides to leave him, a struggling writer gets down to work on stories of romance he hopes will win her back.
s297	Movie	Desolate	Frederick Cipoletti	Will Brittain, Callan Mulvey, Tyson Ritter, Bill Tangradi, Natasha Bassett, James Russo, Jonathan Rosenthal, Juston Street, Mark Kassen, Takuya Iba, Michael Rhys Kan, Jack Conley, Trieu Tran		February 6, 2020	2018	TV-MA	88 min	Dramas, Thrillers	In a severe, drought-ravaged dystopia, the youngest of a farm family starts a quest for revenge after his brothers betray him and leave him for dead.
s298	TV Show	Sons of the Caliphate		Yakubu Mohammed, Paul Sambo, Mofe Duncan, Nita Byack George, Yvonne Hays, Mickey Odey, Rahama Sadau, Sani Muazu	Nigeria	January 24, 2020	2017	TV-14	2 Seasons	International TV Shows, TV Dramas	Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations.
s299	TV Show	Record of Grancrest War		Kentaro Kumagai, Akari Kito, Yuichi Nakamura, Reina Ueda, Satoshi Hino, Yoshitsugu Matsuoka, Natsumi Takamori, Ai Kayano, Takahiro Sakurai, Wataru Hatano, Yuichi Iguchi, Minori Suzuki, Megumi Nakajima, Yuhko Kaida, Chika Anzai, Yumi Uchiyama, Kaede Hondo, Satoshi Mikami, Ayane Sakura, Ari Ozawa, Tatsuhisa Suzuki, Hiro Shimono	Japan	July 1, 2019	2018	TV-MA	1 Season	Anime Series, International TV Shows	Lone mage Siluca wanders the land of Atlatan, disgusted by its greedy nobility. When she meets knight errant Theo, she sees a chance to create peace.
s300	TV Show	The AlcÃ sser Murders	ElÃ­as LeÃ³n		Spain	June 15, 2019	2019	TV-MA	1 Season	Crime TV Shows, Docuseries, International TV Shows	New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.
s301	TV Show	Luna Nera		Antonia Fotaras, Giorgio Belli, Manuela Mandracchia, Roberto De Francesco, Federica Fracassi, Lucrezia Guidone, Adalgisa Manfrida, Giada Gagliardi, Giandomenico Cupaiuolo, Gloria Carovana, Filippo Scotti	Italy	January 31, 2020	2020	TV-MA	1 Season	International TV Shows, Romantic TV Shows, TV Dramas	In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.
s302	Movie	Galih dan Ratna	Lucky Kuswandi	Refal Hady, Sheryl Sheinafia, Ayu Dyah Pasha, Joko Anwar, Hengky Tarnando, Marissa Anita, Sari Koeswoyo	Indonesia	September 15, 2018	2017	TV-PG	111 min	Dramas, International Movies, Romantic Movies	Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.
s303	Movie	When Two Worlds Collide	Heidi Brandenburg, Mathew Orzel		Peru, United States, United Kingdom	November 30, 2016	2016	TV-14	103 min	Documentaries, International Movies	This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.
s304	Movie	Gunshot	Karim El Shenawy	Ahmed El Fishawy, Ruby, Mohamed Mamdouh, Ahmed Malek, Asmaa Abulyazeid, Samy Maghawry, Safaa El-Toukhy, Ahmed Kamal, Arfa Abdel Rassoul, Hana Shiha		August 20, 2021	2018	TV-14	96 min	Dramas, International Movies, Thrillers	After a clash at a protest ends in bloodshed, a forensic doctor and a journalist embark on a search for the elusive truth.
s305	Movie	Solo	Hugo Stuven	Alain HernÃ¡ndez, Aura Garrido, Ben Temple	Spain	January 11, 2019	2018	TV-MA	91 min	Dramas, Independent Movies, International Movies	In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events.
s306	Movie	From One Second to the Next	Werner Herzog		United States	April 15, 2014	2013	TV-14	35 min	Documentaries	Werner Herzog chronicles the devastating consequences of texting and driving. The film examines how lives can be forever altered by a trivial text.
s307	Movie	Chris Rock Total Blackout: The Tamborine Extended Cut	Chris Rock	Chris Rock		January 12, 2021	2021	TV-MA	98 min	Stand-Up Comedy	In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics.
s308	Movie	Ghanchakkar	Raj Kumar Gupta	Emraan Hashmi, Vidya Balan, Rajesh Sharma, Namit Das, Parvin Dabas	India	November 1, 2018	2013	TV-MA	129 min	Comedies, International Movies, Thrillers	Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more.
s309	Movie	New Gods: Nezha Reborn	Zhao Ji	Yang Tianxiang, Zhang He, Xuan Xiaoming, Li Shimeng	China	April 12, 2021	2021	TV-14	118 min	Action & Adventure, Anime Features, International Movies	While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.
s310	Movie	Crocodile Dundee in Los Angeles	Simon Wincer	Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson	Australia, United States	September 1, 2021	2001	PG	95 min	Action & Adventure, Comedies	When Mick "Crocodile" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.
s311	TV Show	La Familia P. Luche		Eugenio Derbez, Consuelo Duval, Luis Manuel Ãvila, Regina BlandÃ³n, Miguel Perez, Barbara Torres, Dalilah Polanco, Pierre Angelo	United States		2012	TV-14	3 Seasons	International TV Shows, Spanish-Language TV Shows, TV Comedies	This irreverent sitcom featues Ludovico, Federica and their three children Bibi, Junior and Ludoviquito, living in Ciudad P. Luche.
s312	Movie	10 jours en or	Nicolas Brossette	Franck Dubosc, Claude Rich, Marie Kremer, Mathis TourÃ©, Rufus, Olivier Claverie	France	July 1, 2017	2012	TV-14	97 min	Comedies, Dramas, International Movies	When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.
s313	TV Show	Yanxi Palace: Princess Adventures		Wang Herun, Wang Yizhe, Wang Yuwei, Xu Xiaonuo, Wu Jinyan, Nie Yuan	China	December 31, 2019	2019	TV-14	1 Season	International TV Shows, TV Dramas	A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.
s314	TV Show	The World's Most Amazing Vacation Rentals				September 14, 2021	2021	TV-PG	2 Seasons	Reality TV	With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.
s315	Movie	My Heroes Were Cowboys	Tyler Greco			September 16, 2021	2021	PG	23 min	Documentaries	Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.
s316	Movie	30 Minutes or Less	Ruben Fleischer	Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael PeÃ±a, Bianca Kajlich, Fred Ward	United States	January 1, 2021	2011	R	83 min	Action & Adventure, Comedies	Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery â€” with a strict time limit.
s317	TV Show	Earth's Natural Wonders		Olivia Colman	United Kingdom	March 1, 2017	2015	TV-PG	1 Season	British TV Shows, Docuseries, Science & Nature TV	Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.
s318	Movie	Apache Warrior	David Salzberg, Christian Tureaud		United States	November 1, 2019	2017	TV-MA	89 min	Documentaries	Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.
s319	TV Show	Hunters of the South Seas		Will Millard	United Kingdom	February 1, 2019	2015	TV-14	1 Season	British TV Shows, Docuseries	In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.
s320	Movie	Becoming	Nadia Hallgren	Michelle Obama	United States	May 6, 2020	2020	PG	89 min	Documentaries	Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with "Becoming."
s321	Movie	Bygones Be Bygones	Hakan AlgÃ¼l	Ata Demirer, Tuvana TÃ¼rkay, ÃœlkÃ¼ Duru, Salih Kalyon, Renan Bilek, Seda GÃ¼ven, Toprak Sergen, Ali YoÄŸurtÃ§uoÄŸlu, Bedir Bedir, GÃ¼meÃ§ Alpay Aslan	Turkey	October 11, 2019	2017	TV-MA	104 min	Comedies, International Movies, Romantic Movies	A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.
s322	TV Show	Soul Eater		Chiaki Omigawa, Laura Bailey, Emiri Kato, Kouki Uchiyama, Micah Solusod, Yumiko Kobayashi, Brittney Karbowski, Mamoru Miyano, Todd Haberkorn, Kaori Nazuka, Monica Rial, Akeno Watanabe, Jamie Marchi, Narumi Takahira, Cherami Leigh, Houko Kuwashima	Japan	January 16, 2020	2008	TV-14	1 Season	Anime Series, International TV Shows	Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die.
s323	Movie	Mascots	Christopher Guest	Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley	United States	October 13, 2016	2016	TV-MA	95 min	Comedies	Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.
s324	TV Show	Worn Stories			United States	April 1, 2021	2021	TV-MA	1 Season	Docuseries, Reality TV	In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing.
s325	Movie	Dolly Partonâ€™s Christmas on the Square	Debbie Allen	Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra, Jeanine Mason, Mary Lane Haskell	United States	November 22, 2020	2020	TV-PG	99 min	Children & Family Movies, Music & Musicals	Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?
s326	Movie	Veerappan	Ram Gopal Varma	Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar	India	October 15, 2017	2016	TV-14	117 min	Action & Adventure, Dramas, International Movies	A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.
